'p,a'
'ʃ,d'
'œ,d'
'ɛ,ʒ'
'o,\\xc3\\xb8'
'z,s'
'œ,a'
'u,k'
'u,p'
'b,t'
'\\xc3\\xb8,ɔ'
'\\xc3\\xb8,ə'
'p,s'
'e,ə'
'u,s'
'ɔ,ɔ'
't,e'
'ɡ,e'
'i,s'
'ɛ,u'
'ɛ,b'
's,p'
'\\xc3\\xb8,k'
'b,i'
'i,d'
'i,ʒ'
's,ʃ'
'v,v'
'u,o'
't,ɔ'
'p,ɛ'
'b,ɛ'
'u,u'
't,k'
'œ,f'
'ɛ,p'
'v,t'
'p,b'
's,d'
'ɛ,s'
'i,b'
't,s'
'a,o'
'd,o'
'b,ʃ'
'p,e'
'ɡ,ɛ'
's,v'
'ɛ,d'
'z,ɛ'
'\\xc3\\xb8,e'
't,ʃ'
'f,a'
'k,i'
'f,d'
'a,ʒ'
'e,d'
's,a'
'ə,ɔ'
'\\xc3\\xb8,u'
'ɛ,k'
's,k'
'd,ʒ'
'a,ɔ'
'e,v'
'a,\\xc3\\xb8'
'e,k'
'i,u'
'ə,ə'
'a,a'
'a,ə'
't,\\xc9\\xb2'
'a,b'
'b,s'
'ə,\\xc3\\xb8'
'ɔ,s'
'\\xc3\\xb8,a'
'ʒ,k'
't,\\xc3\\xb8'
's,u'
'z,t'
'ɛ,ɔ'
'd,s'
'ə,i'
'k,f'
'ɔ,d'
's,ɔ'
'a,u'
'ɔ,p'
'ʃ,s'
'k,v'
'e,ɔ'
'œ,p'
'ɛ,ʃ'
'u,ɛ'
'u,ɔ'
'i,ɔ'
'd,v'
'v,a'
'\\xc3\\xb8,ɛ'
'ɛ,v'
'ɛ,f'
't,ɛ'
'b,p'
'u,e'
'u,i'
'v,e'
'ə,a'
'f,k'
'ʃ,p'
'ɡ,i'
'z,ʒ'
'ɡ,t'
'v,ʒ'
'd,d'
'ɡ,a'
'p,ʃ'
'ɛ,o'
't,b'
'z,d'
'u,a'
'k,e'
's,f'
'ʒ,a'
'b,z'
'œ,s'
'o,ə'
'a,s'
'ʒ,d'
'o,ɔ'
't,d'
'a,ɡ'
's,b'
'a,v'
's,ɛ'
'd,ɛ'
't,ɡ'
'ɛ,t'
'a,i'
'b,\\xc3\\xb8'
'b,a'
't,ʒ'
'ɔ,e'
'p,v'
's,ə'
'z,ə'
'ɔ,o'
's,i'
'œ,o'
'ʒ,p'
'ɛ,ə'
'ʒ,t'
'i,f'
'b,ə'
'i,k'
'i,p'
'a,k'
'v,ɔ'
'o,a'
'd,a'
'ʃ,t'
's,z'
'p,ɔ'
'ʒ,e'
'z,k'
'p,k'
'ɛ,e'
'i,\\xc3\\xb8'
'ɔ,ɛ'
'ɔ,i'
'k,a'
'e,o'
'ə,ɛ'
'a,t'
'z,a'
'k,s'
'ɛ,a'
'a,p'
'f,s'
'i,a'
'v,ɛ'
'p,ə'
'i,ɛ'
'k,ɛ'
'ɔ,k'
'd,ʃ'
'e,b'
'ɛ,œ'
'ʃ,k'
'k,ʃ'
'ɡ,ə'
'a,f'
'e,a'
'd,t'
'a,e'
'd,ə'
'ʃ,a'
'e,f'
'f,t'
'ɔ,b'
'z,p'
'ɔ,a'
'a,d'
'u,v'
't,v'
's,e'
'e,u'
'ɛ,\\xc3\\xb8'
'e,\\xc3\\xb8'
'u,ə'
'b,k'
'e,ɛ'
'i,ə'
'k,p'
'ɛ,ɛ'
'f,z'
'v,d'
'k,ɔ'
'ʒ,ə'
'p,p'
'b,d'
'd,f'
'd,b'
'd,k'
'i,v'
'z,v'
'ʒ,v'
't,f'
'k,u'
'd,ɡ'
'k,b'
'ɡ,ɔ'
'v,ɡ'
'e,s'
't,a'
'v,p'
'e,t'
'k,d'
'i,e'
'o,i'
'ɛ,z'
'ɔ,f'
'p,i'
'e,i'
'a,œ'
's,ɡ'
'i,o'
'ə,e'
'i,ʃ'
'œ,ɛ'
'\\xc3\\xb8,t'
'd,e'
'd,ɔ'
'o,ɛ'
't,u'
't,i'
'k,t'
'b,e'
't,o'
'k,z'
'ə,t'
's,ʒ'
'ɔ,t'
'v,i'
'i,i'
'u,\\xc3\\xb8'
'f,e'
'a,ɛ'
'ʒ,s'
'b,ɔ'
'd,z'
'o,s'
's,s'
'ɔ,ʒ'
's,o'
't,ə'
'k,ə'
'v,k'
'e,p'
'f,i'
'p,t'
'o,o'
'v,b'
'p,d'
'\\xc3\\xb8,i'
'v,s'
'œ,e'
'd,i'
'v,z'
'i,ɡ'
'ə,œ'
't,t'
'f,ɛ'
'ɛ,i'
'e,e'
'u,t'
'p,z'
'o,u'
'u,d'
'd,p'
'ə,u'
'ə,o'
'o,e'
'f,ɡ'
'u,b'
'k,k'
'v,f'
't,p'
's,t'
'i,t'
'ʃ,z'
